2.505	Losom met 1 ½ draai (540º) tot handstand	0.5	2	E	acrobatic
2.206	Vrije onderzwaai met loslaten en contrabeweging v.o. in de vluchtfase tot strekhang aan de HL	0.2	2	B	acrobatic
2.406	Streksteun borstlings op de LL aan  binnenzijde - losom door handstand met vluchtfase tot strekhang aan de HL (Schaposchnikova)	0.4	2	D	acrobatic
2.506	Losom aan de HL, contraspreiden over de HL tot strekhang aan de HL	0.5	2	E	acrobatic
2.606	Losom aan de HL, contra hoeken over de HL tot strekhang aan de HL    Losom aan de HL  met contraspreiden over de HL met ½ draai (180°)  tot hang in gemengde ellegreep	0.6	2	F	acrobatic
2.307	Streksteun borstlings aan de buitenzijde van de LL - vrije heupdraai a.o. aan de LL met hechten tot strekhang aan de HL (benen gesloten of gespreid)	0.3	2	C	acrobatic
2.407	Streksteun borstlings aan de buitenzijde van de LL - vrije heupdraai a.o. aan de LL met hecht en met ½ draai (180°) tot strekhang aan de HL (benen gesloten of gespreid)	0.4	2	D	acrobatic
3.201	Reuzendraai a.o. tot handstand in bovengreep, ook aan één arm   Reuzendraai a.o. met ½ draai (180°) of met ½ draai - ½ draai (180°/180°) tot handstand	0.2	3	B	acrobatic
3.301	Reuzendraai a.o. met 1/1 draai (360º) tot handstand	0.3	3	C	acrobatic
3.401	Reuzendraai a.o. met gesprongen 1/1 draai (360°) tot handstand	0.4	3	D	acrobatic
3.402	Strekhang aan de HL – voorzwaai met ½ draai (180°) en vluchtfase tot handstand op de LL	0.4	3	D	acrobatic
3.502	Strekhang aan HL – voorzwaai met 1½  draai (540°) en vlucht over de LL tot hang aan de LL	0.5	3	E	acrobatic
3.403	Strekhangzwaai voorwaarts, contraspreiden - ruglingse hecht (Tkatchev) over de HL tot strekhang       Strekhangzwaai voorwaarts met ½ draai (180°), gehoekt overspringen over de HL tot strekhang	0.4	3	D	acrobatic
3.503	Tkatchev gehoekt  Tkatchev met ½ draai (180°)   Strekhangzwaai v oorwaarts met ½ draai (180º) - ½ draai (180º) en contra spreiden in de vlucht over de HL tot strekhang aan de HL	0.5	3	E	acrobatic
3.304	Strekhang aan de HL, gezicht naar de LL - voorzwaai en saltorol a.o. gehurkt of gespreid tot zweefhang aan of vrije spreidhoeksteun op de LL	0.3	3	C	acrobatic
3.404	Strekhang aan de HL, gezicht naar de LL - voorzwaai, salto a.o. gestrekt tussen de liggers tot vrije streks teun op de LL  (Pak Salto)	0.4	3	D	acrobatic
3.504	Pak salto met 1/1 draai (360º)	0.5	3	E	acrobatic
3.604	Gezicht naar buiten - voorzwaai aan de HL - contrasalto v.o. met gespreide benen tot strekhang aan de HL in ondergreep      Brug – Groep 3 – 2 	0.6	3	F	acrobatic
3.405	Voorzwaai met ½ draai (180º) en salto v.o. gespreid (Deltchev Salto), of voorzwaai en salto a.o. met ½ draai (180º) gehoekt (Gienger Salto)  tot strekhang aan de HL	0.4	3	D	acrobatic
3.505	Voorzwaai en salto achterwaarts met ½ draai  (180°) gestrekt tot strekhang aan de HL	0.5	3	E	acrobatic
3.705	Voorzwaai en salto a.o. gestrekt met  1½  draai (540°) tot strekhang aan de HL     Brug – Groep 3 – 3   	0.7	3	G	acrobatic
3.206	Reuzendraai v.o. in onder -, boven - of mixgreep tot handstand, ook met gespreide benen of gebogen heupen in de opzwaai, ook met ½ draai (180°) tot handstand	0.2	3	B	acrobatic
3.306	Reuzendraai v.o. met 1/1 draai (360º) tot handstand	0.3	3	C	acrobatic
3.506	Reuzendraai v.o. in ondergreep tot handstand met begin van de 1/1 draai (360º) op één arm voor de handstandfase tot in ellegreep of reuzendraai v.o. in ondergreep met 1½ (540) draai tot handstand	0.5	3	E	acrobatic
3.307	Achterzwaai (rug naar de LL) in boven - of ondergreep  met gespreide benen vlucht achterwaarts  over de LL tot handstand op de LL	0.3	3	C	acrobatic
3.407	Achterzwaai (rug naar de LL) in onder -greep, met loslaten en ½ draai (180º) in de vlucht tussen de liggers en weer vastpakken van de LL in zweefhang	0.4	3	D	acrobatic
3.308	Achterzwaai in ondergreep of ellegreep, salto v.o. gehurkt tot strekhang aan de HL (Jaeger Salto)	0.3	3	C	acrobatic
